ACCOUNTNO,PARCELNO,SITUS,PROPERTYCITY
R016696,405117002040,391 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016697,405118001005,339 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016698,405118001001,287 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016699,405118001004,235 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016701,405107003012,131 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016712,405118005001,27 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016713,405118005035,807 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016719,405118005017,1348 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016720,405118005018,1394 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016721,405118005021,1440 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016722,405118005022,1486 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016723,405118005025,1532 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016724,405118005026,1578 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016725,405118005029,1624 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016726,405118005030,1670 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016727,405118005033,1716 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016729,405118005032,247 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016730,405118005031,263 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016731,405118005028,281 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016732,405118005027,323 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016733,405118005024,375 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016734,405118005023,419 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016735,405118005020,457 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016736,405118005019,515 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016737,405118005016,563 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016744,405107002017,COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016745,405107002015,97 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016748,405107002005,307 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016749,405107002009,349 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016750,405107002006,5809 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016751,405107002007,5857 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016752,405107002010,401 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016753,405107002008,5863 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016754,405107002011,427 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016756,405118002004,989 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016757,405118002005,1073 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016758,405118002006,1119 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016759,405118002008,1151 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016760,405118002007,68 WAUNITA LN,BLUE MESA SUBDIVISION AREA
R016761,405118002009,69 WAUNITA LN,BLUE MESA SUBDIVISION AREA
R016762,405118002010,45 WAUNITA LN,BLUE MESA SUBDIVISION AREA
R016763,405118002011,27 WAUNITA LN,BLUE MESA SUBDIVISION AREA
R016764,405118002012,9 WAUNITA LN,BLUE MESA SUBDIVISION AREA
R016765,405118002015,347 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016766,405118002016,381 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016767,405118002017,28 UNCOMPAHGRE TRL,BLUE MESA SUBDIVISION AREA
R016768,405118002018,46 UNCOMPAHGRE TRL,BLUE MESA SUBDIVISION AREA
R016769,405118002019,64 UNCOMPAHGRE TRL,BLUE MESA SUBDIVISION AREA
R016770,405118002020,82 UNCOMPAHGRE TRL,BLUE MESA SUBDIVISION AREA
R016771,405118002021,106 UNCOMPAHGRE TRL,BLUE MESA SUBDIVISION AREA
R016772,405118002022,105 UNCOMPAHGRE TRL,BLUE MESA SUBDIVISION AREA
R016786,405118002043,815 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016788,405118002047,677 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016796,404913001008,16 MONARCH LN,BLUE MESA SUBDIVISION AREA
R016797,404913001019,83 MONARCH LN,BLUE MESA SUBDIVISION AREA
R016804,405118004003,636 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016805,405118004020,522 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016807,405118004006,514 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016808,405118004022,428 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016811,405118004026,1019 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016814,405118004013,971 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016815,405118004014,919 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016816,405118004015,871 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016817,405118004016,823 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016818,405118004017,771 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016819,405118004018,723 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016820,405118004019,675 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016821,405118003034,1186 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016825,405118003032,75 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016827,405118003012,39 UNCOMPAHGRE WAY,BLUE MESA SUBDIVISION AREA
R016828,405118003013,13 UNCOMPAHGRE WAY,BLUE MESA SUBDIVISION AREA
R016829,405118003014,892 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016830,405118003020,848 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016831,405118003021,772 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016832,405118003028,730 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016833,405118003029,678 UNCOMPAHGRE TRL,BLUE MESA SUBDIVISION AREA
R016834,405118003031,1735 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016835,405118003026,1693 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016836,405118003030,44 VICTOR WAY,BLUE MESA SUBDIVISION AREA
R016837,405118003027,78 VICTOR WAY,BLUE MESA SUBDIVISION AREA
R016838,405118003022,112 VICTOR WAY,BLUE MESA SUBDIVISION AREA
R016839,405118003019,150 VICTOR WAY,BLUE MESA SUBDIVISION AREA
R016840,405118003018,151 VICTOR WAY,BLUE MESA SUBDIVISION AREA
R016841,405118003023,77 VICTOR WAY,BLUE MESA SUBDIVISION AREA
R016842,405118003024,1611 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016843,405118003017,1577 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016844,405118003016,62 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016845,405118003015,100 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016846,405118003011,144 MONARCH RD,BLUE MESA SUBDIVISION AREA
R016851,405117003001,644 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016852,405117003015,174 ENGINEERS TRL,BLUE MESA SUBDIVISION AREA
R016854,405130003010,53 HALF MOON TRL,BLUE MESA SUBDIVISION AREA
R016855,405130001027,598 KEBLER TRL,BLUE MESA SUBDIVISION AREA
R016856,405130006018,1027 KEBLER TRL,BLUE MESA SUBDIVISION AREA
R016857,405130006027,1015 KEBLER TRL,BLUE MESA SUBDIVISION AREA
R016859,405130003040,3660 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016862,405130007006,311 GOTHIC TRL,BLUE MESA SUBDIVISION AREA
R016863,405130004010,220 GOTHIC TRL,BLUE MESA SUBDIVISION AREA
R016869,405130004011,3015 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016873,405119004024,2886 BLUE MESA TRL,BLUE MESA SUBDIVISION AREA
R016874,405130003052,2938 BLUE MESA TRL,BLUE MESA SUBDIVISION AREA
R016878,405130003063,3132 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016881,405130003066,3310 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016883,405130003042,3426 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016884,405130003041,3488 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016889,405130003017,187 COCHETOPA TRL,BLUE MESA SUBDIVISION AREA
R016894,405130003060,82 HALF MOON TRL,BLUE MESA SUBDIVISION AREA
R016896,405130003005,389 SLUMGULLION TRL,BLUE MESA SUBDIVISION AREA
R016897,405130003004,435 SLUMGULLION TRL,BLUE MESA SUBDIVISION AREA
R016898,405130001017,96 KEBLER TRL,BLUE MESA SUBDIVISION AREA
R016899,405130001016,48 KEBLER TRL,BLUE MESA SUBDIVISION AREA
R016900,405130001004,89 BUCKSKIN WAY,BLUE MESA SUBDIVISION AREA
R016901,405130001001,4751 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016903,405130002001,520 SLUMGULLION TRL,BLUE MESA SUBDIVISION AREA
R016904,405119001018,4772 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016907,405119004033,577 SLUMGULLION TRL,BLUE MESA SUBDIVISION AREA
R016909,405119004006,1249 SLUMGULLIOM TRL,BLUE MESA SUBDIVISION AREA
R016910,405119004005,1327 SLUMGULLION TRL,BLUE MESA SUBDIVISION AREA
R016911,405119004004,1946 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016912,405119004008,2088 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016913,405119004009,54 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016914,405119004012,26 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016915,405119004013,27 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016916,405119003027,2191 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016918,405119003013,2443 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016919,405119004029,2446 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016920,405119004028,2460 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016921,405119004027,2548 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016922,405119004026,2650 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016923,405119003025,2599 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016924,405119003020,138 SPRING CREEK TRL,BLUE MESA SUBDIVISION AREA
R016925,405119003021,110 SPRING CREEK TRL,BLUE MESA SUBDIVISION AREA
R016926,405119003022,92 SPRING CREEK TRL,BLUE MESA SUBDIVISION AREA
R016927,405119003023,36 SPRING CREEK TRL,BLUE MESA SUBDIVISION AREA
R016928,405119003028,159 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016936,405119003026,297 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016939,405119003004,459 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016940,405119003003,513 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016941,405119003002,567 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016942,405119003001,621 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016943,405119002002,594 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016944,405119002003,502 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016945,405119002010,358 UNCOMPAHGRE DR,BLUE MESA SUBDIVISION AREA
R016950,405119002004,1813 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016951,405119002001,1765 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016952,405119001001,1762 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016955,405119004007,2004 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016957,405119001022,900 SLUMGULLION TRL,BLUE MESA SUBDIVISION AREA
R016959,405120002014,1483 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016962,405120002006,1261 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016963,405118008002,129 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016966,405118007008,368 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016968,405118007016,268 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016970,405118007012,120 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016971,405118007013,72 CASTLE CIR,BLUE MESA SUBDIVISION AREA
R016972,405118007015,675 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016973,405117003002,700 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016974,405117003003,756 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016975,405117003004,812 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016976,405117003005,868 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016977,405117003006,924 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016978,405120003002,980 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016979,405120003004,1036 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016980,405120003005,1092 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016981,405120003008,1148 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016982,405120003009,1204 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016983,405120003012,1260 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016984,405120003013,1316 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016985,405120003015,31 STONY TRL,BLUE MESA SUBDIVISION AREA
R016991,405120003035,50 TRAILRIDGE TRL,BLUE MESA SUBDIVISION AREA
R016993,405120003031,118 TRAILRIDGE TRL,BLUE MESA SUBDIVISION AREA
R016994,405120003030,152 TRAILRIDGE TRL,BLUE MESA SUBDIVISION AREA
R016995,405120003029,204 TRAILRIDGE TRL,BLUE MESA SUBDIVISION AREA
R016997,405120003028,203 TRAILRIDGE TRL,BLUE MESA SUBDIVISION AREA
R016998,405120003036,97 STONY TRL,BLUE MESA SUBDIVISION AREA
R017002,405120003007,189 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017003,405120003006,231 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017004,405120003003,273 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017005,405120003001,357 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017006,405117003007,399 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017007,405117003008,441 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017008,405117003009,483 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017009,405117003010,525 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017010,405117003012,567 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017011,405117003013,18 ENGINEERS TRL,BLUE MESA SUBDIVISION AREA
R017012,405117003014,66 ENGINEERS TRL,BLUE MESA SUBDIVISION AREA
R017014,405117002066,690 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017015,405117002067,652 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017016,405117002068,608 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017017,405117002069,574 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017018,405117002070,550 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017019,405117002071,522 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017020,405120001001,294 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017021,405120001002,210 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017022,405120003018,106 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017023,405120003019,84 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R017024,343901002006,15953 COUNTY ROAD 730,OHIO CREEK VALLEY
R017025,343901002008,129 SIOUX RD,OHIO CREEK VALLEY
R017026,343901004003,214 ZUNI TRL,OHIO CREEK VALLEY
R017027,343902001001,256 ZUNI TRL,OHIO CREEK VALLEY
R017028,343902001004,175 CHICKASAW TRL,OHIO CREEK VALLEY
R017029,343902001026,617 SIOUX RD,OHIO CREEK VALLEY
R017030,343902001020,201 MOHAWK TRL,OHIO CREEK VALLEY
R017031,343902001019,159 MOHAWK TRL,OHIO CREEK VALLEY
R017032,343902001021,227 MOHAWK TRL,OHIO CREEK VALLEY
R017033,343902001010,1853 SIOUX RD,OHIO CREEK VALLEY
R017034,343902002013,100 CASTLE CREEK RD,OHIO CREEK VALLEY
R017035,343902002031,52 CASTLE CREEK RD,OHIO CREEK VALLEY
R017037,397911301002,45 IOLA VALLEY DR,IOLA - NINE MILE
R017038,397911301004,110 IOLA VALLEY DR,IOLA - NINE MILE
R017039,397911301005,136 IOLA VALLEY DR,IOLA - NINE MILE
R017040,397911301006,170 IOLA VALLEY DR,IOLA - NINE MILE
R017041,397911301007,202 IOLA VALLEY DR,IOLA - NINE MILE
R017042,397911301008,234 IOLA VALLEY DR,IOLA - NINE MILE
R017043,397911301009,262 IOLA VALLEY DR,IOLA - NINE MILE
R017044,397911301010,296 IOLA VALLEY DR,IOLA - NINE MILE
R017045,397911301011,328 IOLA VALLEY DR,IOLA - NINE MILE
R017046,397911301012,356 IOLA VALLEY DR,IOLA - NINE MILE
R017047,397911301013,390 IOLA VALLEY DR,IOLA - NINE MILE
R017048,397911301014,422 IOLA VALLEY DR,IOLA - NINE MILE
R017049,397911301015,450 IOLA VALLEY DR,IOLA - NINE MILE
R017050,397911301016,492 IOLA VALLEY DR,IOLA - NINE MILE
R017051,397911301017,526 IOLA VALLEY DR,IOLA - NINE MILE
R017052,397911301018,564 IOLA VALLEY DR,IOLA - NINE MILE
R017053,397911301019,598 IOLA VALLEY DR,IOLA - NINE MILE
R017054,397911301020,632 IOLA VALLEY DR,IOLA - NINE MILE
R017055,397911302001,107 IOLA VALLEY DR,IOLA - NINE MILE
R017056,397911302004,217 IOLA VALLEY DR,IOLA - NINE MILE
R017057,397911302005,249 IOLA VALLEY DR,IOLA - NINE MILE
R017058,397911302008,277 IOLA VALLEY DR,IOLA - NINE MILE
R017059,397911302009,325 IOLA VALLEY DR,IOLA - NINE MILE
R017060,397911302012,357 IOLA VALLEY DR,IOLA - NINE MILE
R017061,397911302013,391 IOLA VALLEY DR,IOLA - NINE MILE
R017062,397911302016,423 IOLA VALLEY DR,IOLA - NINE MILE
R017063,397911302017,449 IOLA VALLEY DR,IOLA - NINE MILE
R017064,397911302020,493 IOLA VALLEY DR,IOLA - NINE MILE
R017065,397911302021,525 IOLA VALLEY DR,IOLA - NINE MILE
R017066,397911302024,559 IOLA VALLEY DR,IOLA - NINE MILE
R017067,397911302025,595 IOLA VALLEY DR,IOLA - NINE MILE
R017068,397911302026,CHIPMONK ST,IOLA - NINE MILE
R017069,397911302023,426 BLAINE ROCK DR,IOLA - NINE MILE
R017070,397911302022,394 BLAINE ROCK DR,IOLA - NINE MILE
R017071,397911302019,356 BLAINE ROCK DR,IOLA - NINE MILE
R017072,397911302018,306 BALINE ROCK DR,IOLA - NINE MILE
R017073,397911302015,270 BLAINE ROCK DR,IOLA - NINE MILE
R017074,397911302014,234 BLAINE ROCK DR,IOLA - NINE MILE
R017075,397911302011,198 BLAINE ROCK DR,IOLA - NINE MILE
R017076,397911302010,162 BLAINE ROCK DR,IOLA - NINE MILE
R017077,397911302007,126 BALINE ROCK DR,IOLA - NINE MILE
R017078,397911302006,90 BLAINE ROCK DR,IOLA - NINE MILE
R017079,397911302003,54 BALINE ROCK DR,IOLA - NINE MILE
R017080,397911302002,18 BLAINE ROCK DR,IOLA - NINE MILE
R017081,397911303001,19 BLAINE ROCK DR,IOLA - NINE MILE
R017082,397911303004,53 BALINE ROCK DR,IOLA - NINE MILE
R017083,397911303005,91 BLAINE ROCK DR,IOLA - NINE MILE
R017084,397911303008,125 BLAINE ROCK DR,IOLA - NINE MILE
R017085,397911303009,163 BALINE ROCK DR,IOLA - NINE MILE
R017086,397911303012,199 BLAINE ROCK DR,IOLA - NINE MILE
R017087,397911303013,235 BLAINE ROCK DR,IOLA - NINE MILE
R017088,397911303017,303 BLAINE ROCK DR,IOLA - NINE MILE
R017089,397911303020,343 BLAINE ROCK DR,IOLA - NINE MILE
R017090,397911303021,371 BLAINE ROCK DR,IOLA - NINE MILE
R017091,397911303024,395 BLAINE ROCK DR,IOLA - NINE MILE
R017092,397911303025,423 BLAINE ROCK DR,IOLA - NINE MILE
R017093,397911303029,449 BALINE ROCK DR,IOLA - NINE MILE
R017094,397911303030,475 BLAINE ROCK DR,IOLA - NINE MILE
R017095,397911303027,47 CHIPMONK ST,IOLA - NINE MILE
R017096,397911303028,15 CHIPMONK ST,IOLA - NINE MILE
R017097,397911303023,STATE HIGHWAY 149,IOLA - NINE MILE
R017098,397911303019,STATE HIGHWAY 149,IOLA - NINE MILE
R017099,397911303015,STATE HIGHWAY 149,IOLA - NINE MILE
R017100,397911303014,STATE HIGHWAY 149,IOLA - NINE MILE
R017101,397911303011,STATE HIGHWAY 149,IOLA - NINE MILE
R017102,397911303010,STATE HIGHWAY 149,IOLA - NINE MILE
R017103,397911303007,STATE HIGHWAY 149,IOLA - NINE MILE
R017104,397911303006,STATE HIGHWAY 149,IOLA - NINE MILE
R017105,397911303003,STATE HIGHWAY 149,IOLA - NINE MILE
R017106,397911303002,IOLA VALLEY DR,IOLA - NINE MILE
R017107,397911304001,STATE HIGHWAY 149,IOLA - NINE MILE
R017108,397911304007,294 SPRING DR,IOLA - NINE MILE
R017109,397911304006,240 SPRING DR,IOLA - NINE MILE
R017110,397911304005,208 SPRING DR,IOLA - NINE MILE
R017111,397911304004,170 SPRING DR,IOLA - NINE MILE
R017112,397911304003,142 SPRING DR,IOLA - NINE MILE
R017113,397911304002,98 SPRING DR,IOLA - NINE MILE
R017114,397911305001,15 SPRING DR,IOLA - NINE MILE
R017115,397911305002,43 SPRING DR,IOLA - NINE MILE
R017116,397911303016,271 BLAINE ROCK DR,IOLA - NINE MILE
R017117,397911303026,73 CHIPMONK ST,IOLA - NINE MILE
R017118,397911303022,STATE HIGHWAY 149,IOLA - NINE MILE
R017119,397911303018,STATE HIGHWAY 149,IOLA - NINE MILE
R017120,397911305003,71 SPRING DR,IOLA - NINE MILE
R017121,397911305004,99 SPRING DR,IOLA - NINE MILE
R017122,397911305005,127 SPRING DR,IOLA - NINE MILE
R017123,397911305006,155 SPRING DR,IOLA - NINE MILE
R017124,397911305007,183 SPRING DR,IOLA - NINE MILE
R017125,397911305008,211 SPRING DR,IOLA - NINE MILE
R017126,397911305009,239 SPRING DR,IOLA - NINE MILE
R017127,397911305010,267 SPRING DR,IOLA - NINE MILE
R017128,397911305011,295 SPRING DR,IOLA - NINE MILE
R017129,397911305012,323 SPRING DR,IOLA - NINE MILE
R017130,397911305013,351 SPRING DR,IOLA - NINE MILE
R017131,397911305014,STATE HIGHWAY 149,IOLA - NINE MILE
R017132,397911305015,STATE HIGHWAY 149,IOLA - NINE MILE
R017133,397911305016,STATE HIGHWAY 149,IOLA - NINE MILE
R017134,397911305017,STATE HIGHWAY 149,IOLA - NINE MILE
R017135,397911305018,STATE HIGHWAY 149,IOLA - NINE MILE
R017136,397911305019,STATE HIGHWAY 149,IOLA - NINE MILE
R017137,397911305021,STATE HIGHWAY 149,IOLA - NINE MILE
R017138,397911306004,527 BLAINE ROCK DR,IOLA - NINE MILE
R017139,397911306001,501 BALINE ROCK DR,IOLA - NINE MILE
R017140,397911306002,62 CHIPMONK ST,IOLA - NINE MILE
R017141,397911306003,STATE HIGHWAY 149,IOLA - NINE MILE
R017142,397911307004,667 IOLA VALLEY DR,IOLA - NINE MILE
R017143,397911307001,633 IOLA VALLEY DR,IOLA - NINE MILE
R017144,397911307002,138 CHIPMONK ST,IOLA - NINE MILE
R017145,397911307003,526 BLAINE ROCK DR,IOLA - NINE MILE
R017146,369920201007,283 CANDLELIGHT LN,GUNNISON
R017147,369920203004,45 TAMARIND DR,GUNNISON
R017148,369920203003,23 TAMARIND DR,GUNNISON
R017149,369920203002,82 CANDLELIGHT LN,GUNNISON
R017150,369920206004,56 PALM DR,GUNNISON
R017151,369920201026,57 PALM DR,GUNNISON
R017153,369920201022,671 CANDLELIGHT LN,GUNNISON
R017154,369920201019,105 SEQUOIA DR,GUNNISON
R017155,369920201017,305 SEQUOIA DR,GUNNISON
R017156,369920201027,505 SEQUOIA DR,GUNNISON
R017159,425105001003,198 ASPEN DR,CIMARRON RIVER AREA
R017160,425105001011,201 ASPEN DR,CIMARRON RIVER AREA
R017162,425105001004,172 BALSAM TRL,CIMARRON RIVER AREA
R017163,425105001008,1073 HAMPTON RD,CIMARRON RIVER AREA
R017165,425105001037,1341 HAMPTON RD,CIMARRON RIVER AREA
R017166,425105001006,1374 HAMPTON RD,CIMARRON RIVER AREA
R017167,425105001023,18 SPRUCE TRL,CIMARRON RIVER AREA
R017169,425105001034,704 HAMPTON RD,CIMARRON RIVER AREA
R017170,425105001032,143 COLUMBINE TRL,CIMARRON RIVER AREA
R017171,425105001031,140 COLUMBINE TRL,CIMARRON RIVER AREA
R017172,425105001030,84 COLUMBINE TRL,CIMARRON RIVER AREA
R017173,425105001025,740 HAMPTON RD,CIMARRON RIVER AREA
R017174,351300001003,4795 COUNTY ROAD 727,OHIO CREEK VALLEY
R017175,351300001002,4615 COUNTY ROAD 727,OHIO CREEK VALLEY
R017176,351300001001,4525 COUNTY ROAD 727,OHIO CREEK VALLEY
R017177,351300001007,4611 COUNTY ROAD 727,OHIO CREEK VALLEY
R017178,351300001006,4790 COUNTY ROAD 727,OHIO CREEK VALLEY
R017179,351300001005,4920 COUNTY ROAD 727,OHIO CREEK VALLEY
R017180,351300001008,COUNTY ROAD 727,OHIO CREEK VALLEY
R017186,299301414004,FOREST SERVICE ROAD 317,SCHOFIELD
R017187,299301401003,,SCHOFIELD
R017195,299301413008,FOREST SERVICE ROAD 317,SCHOFIELD
R017199,352532000031,56 MARQUETTE TRL,QUARTZ CREEK AREA
R017201,352533000011,2130 CHARLIES CHALLENGE RD,QUARTZ CREEK AREA
R017202,352531000032,,QUARTZ CREEK AREA
R017203,369106000012,GOLDEN RULE RD,QUARTZ CREEK AREA
