ACCOUNTNO,PARCELNO,SITUS,PROPERTYCITY
R016116,318500000024,,SOMERSET
R016117,318500000030,COUNTY ROAD 711,NORTH FORK VALLEY
R016118,318500000000,,
R016120,318300002005,30682 COUNTY ROAD 12,CRYSTAL MEADOWS
R016122,318300000099,"27862 COUNTY ROAD 12, UNIT 1",KEBLER PASS
R016125,318300000012,FOREST SERVICE ROAD 738,SOMERSET
R016126,318325000005,FOREST SERVICE ROAD 913,KEBLER PASS
R016127,318325000004,3168 FOREST SERVICE ROAD 913,KEBLER PASS
R016128,318300000080,8844 STATE HIGHWAY 133,SOMERSET
R016130,318325000003,FOREST SERVICE ROAD 913,KEBLER PASS
R016132,318300000079,,
R016133,318300000044,22110 COUNTY ROAD 12,KEBLER PASS
R016134,318325000002,3040 FOREST SERVICE ROAD 913,KEBLER PASS
R016135,318300000057,,
R016137,318300000055,2976 FOREST SERVICE ROAD 822,KEBLER PASS
R016140,318300000084,26767 COUNTY ROAD 12,KEBLER PASS
R016141,318300000045,,KEBLER PASS
R016142,318300000005,25620 COUNTY ROAD 12,KEBLER PASS
R016143,318300000003,25550 COUNTY ROAD 12,KEBLER PASS
R016144,318300000004,COUNTY ROAD 12,KEBLER PASS
R016145,318300000040,27854 COUNTY ROAD 12,KEBLER PASS
R016147,318300000050,22807 COUNTY ROAD 12,KEBLER PASS
R016148,272700000001,,
R016150,318300000052,22255 COUNTY ROAD 12,KEBLER PASS
R016151,318300000033,COUNTY ROAD 12,KEBLER PASS
R016158,318325000001,2870 FOREST SERVICE ROAD 913,KEBLER PASS
R016160,318300000000,,
R016161,318300000047,COUNTY ROAD 12,KEBLER PASS
R016162,318300000008,27048 COUNTY ROAD 12,KEBLER PASS
R016163,318301001044,MARCELLINA DR,KEBLER PASS
R016164,318301001001,COUNTY ROAD 12,KEBLER PASS
R016168,318300000046,20000 COUNTY ROAD 12,KEBLER PASS
R016169,318300000000,,
R016170,272700000000,,
R016171,318300000000,,
R016172,318300000000,,
R016173,318300000000,,
R016174,318300000056,74 FOREST SERVICE ROAD 913 1A,KEBLER PASS
R016176,318300000081,,SOMERSET
R016177,318300000071,8956 STATE HIGHWAY 133,SOMERSET
R016178,318325000016,3175 FOREST SERVICE ROAD 913,KEBLER PASS
R016180,318325000014,3103 FOREST SERVICE ROAD 913,KEBLER PASS
R016181,318325000008,3179 FOREST SERVICE ROAD 913,KEBLER PASS
R016183,318325000015,3109 FOREST SERVICE ROAD 913,KEBLER PASS
R016184,318325000011,3032 FOREST SERVICE ROAD 913,KEBLER PASS
R016186,318300000074,8957 STATE HIGHWAY 133,SOMERSET
R016191,265100000001,,
R016193,272500000002,,UPPER MUDDY
R016194,272300000002,,UPPER MUDDY
R016210,398500001001,US HIGHWAY 50,PINE CREEK MESA / BLUE MESA AREA
R016211,398700000006,1856 COUNTY ROAD 21,BLUE MESA SUMMIT / CIMARRON AREA
R016213,398700000008,1650 COUNTY ROAD 21,BLUE MESA SUMMIT / CIMARRON AREA
R016215,398500000051,3795 US HIGHWAY 50,BLUE MESA SUMMIT / CIMARRON AREA
R016219,398700000044,US HIGHWAY 50,BLUE MESA SUMMIT / CIMARRON AREA
R016220,398536002009,581 CREST DR,ARROWHEAD AREA
R016221,398536002014,561 CREST DR,ARROWHEAD AREA
R016224,398536002077,121 CREST DR,ARROWHEAD AREA
R016226,398500000042,COUNTY ROAD 24,LITTLE CIMARRON RIVER AREA
R016228,398536002079,133 RIDGE RD,ARROWHEAD AREA
R016230,398700000036,1597 US HIGHWAY 50,BLUE MESA SUMMIT / CIMARRON AREA
R016232,398700000004,2126 COUNTY ROAD 21,BLUE MESA SUMMIT / CIMARRON AREA
R016233,398536002081,145 RIDGE RD,ARROWHEAD AREA
R016234,398700000018,640 COUNTY ROAD 24,LITTLE CIMARRON RIVER AREA
R016235,398500000060,9569 US HIGHWAY 50,PINE CREEK MESA / BLUE MESA AREA
R016236,398536001047,431 JUNIPER DR,ARROWHEAD AREA
R016237,398500000025,,PINE CREEK MESA / BLUE MESA AREA
R016238,398536001015,550 COLUMBINE DR,ARROWHEAD AREA
R016239,398536004012,352 RIM RD,ARROWHEAD AREA
R016240,398536002065,161 RIDGE RD,ARROWHEAD AREA
R016241,398536002090,181 CREST DR,ARROWHEAD AREA
R016242,398536002055,171 RIDGE RD,ARROWHEAD AREA
R016243,398700000035,348 US HIGHWAY 50,LITTLE CIMARRON RIVER AREA
R016244,398536003004,461 RIM RD,ARROWHEAD AREA
R016245,398536004006,350 RIM RD,ARROWHEAD AREA
R016246,398536004014,330 RIM RD,ARROWHEAD AREA
R016247,398536004028,270 CREST DR,ARROWHEAD AREA
R016248,398536004037,170 CREST DR,ARROWHEAD AREA
R016249,398536004038,160 CREST DR,ARROWHEAD AREA
R016250,398536004025,200 CREST DR,ARROWHEAD AREA
R016252,398700000040,201 COUNTY ROAD 864,LITTLE CIMARRON RIVER AREA
R016255,398536002059,281 CREST DR,ARROWHEAD AREA
R016256,398536001021,405 RIM RD,ARROWHEAD AREA
R016258,398536004016,242 CREST DR,ARROWHEAD AREA
R016259,398536004031,232 CREST DR,ARROWHEAD AREA
R016260,398536004004,380 RIM RD,ARROWHEAD AREA
R016261,398536002062,283 CREST DR,ARROWHEAD AREA
R016262,398536004010,420 RIM RD,ARROWHEAD AREA
R016263,398536002035,220 RIDGE RD,ARROWHEAD AREA
R016264,398536001019,510 CREST DR,ARROWHEAD AREA
R016265,398536002067,140 RIDGE RD,ARROWHEAD AREA
R016266,398536002071,130 RIDGE RD,ARROWHEAD AREA
R016267,398536004044,132 CREST DR,ARROWHEAD AREA
R016268,398536002092,261 CREST DR,ARROWHEAD AREA
R016269,398536004040,140 CREST DR,ARROWHEAD AREA
R016270,398536004041,130 CREST DR,ARROWHEAD AREA
R016271,398536002042,353 CREST DR,ARROWHEAD AREA
R016272,398536002054,170 RIDGE RD,ARROWHEAD AREA
R016273,398500000011,10774 US HIGHWAY 50,PINE CREEK MESA / BLUE MESA AREA
R016274,398536002074,120 RIDGE RD,ARROWHEAD AREA
R016275,398536002093,201 CREST DR,ARROWHEAD AREA
R016276,398700000017,1234 COUNTY ROAD 24A,LITTLE CIMARRON RIVER AREA
R016277,398536004027,280 CREST DR,ARROWHEAD AREA
R016278,398536002001,641 CREST DR,ARROWHEAD AREA
R016279,398536004023,250 CREST DR,ARROWHEAD AREA
R016280,398536001026,415 RIM RD,ARROWHEAD AREA
R016281,398500000076,8301 US HIGHWAY 50,PINE CREEK MESA / BLUE MESA AREA
R016282,398536001048,439 RIM RD,ARROWHEAD AREA
R016283,398536004020,300 CREST DR,ARROWHEAD AREA
R016284,398500000071,9035 US HIGHWAY 50,PINE CREEK MESA / BLUE MESA AREA
R016285,398536004011,332 RIM RD,ARROWHEAD AREA
R016286,398536002066,151 RIDGE RD,ARROWHEAD AREA
R016287,398536004026,260 CREST DR,ARROWHEAD AREA
R016288,398536003002,453 UTE DR,ARROWHEAD AREA
R016289,398536002075,127 RIDGE RD,ARROWHEAD AREA
R016291,404500000002,COUNTY ROAD 864,LITTLE CIMARRON RIVER AREA
R016292,398536002088,171 CREST DR,ARROWHEAD AREA
R016293,398536002003,621 CREST DR,ARROWHEAD AREA
R016294,398536002085,153 CREST DR,ARROWHEAD AREA
R016295,398536001040,419 RIM RD,ARROWHEAD AREA
R016296,398536001044,455 UTE DR,ARROWHEAD AREA
R016297,398536004039,150 CREST DR,ARROWHEAD AREA
R016298,398536004018,304 RIM RD,ARROWHEAD AREA
R016299,398536002046,190 RIDGE RD,ARROWHEAD AREA
R016300,398536002069,147 RIDGE RD,ARROWHEAD AREA
R016301,398536001028,425 RIM RD,ARROWHEAD AREA
R016302,398536001039,421 RIM RD,ARROWHEAD AREA
R016303,398536001024,411 RIM RD,ARROWHEAD AREA
R016304,398536002043,200 RIDGE RD,ARROWHEAD AREA
R016305,398536002083,141 CREST DR,ARROWHEAD AREA
R016306,398536002010,571 CREST DR,ARROWHEAD AREA
R016307,398536004042,120 CREST DR,ARROWHEAD AREA
R016308,398536002072,121 RIDGE RD,ARROWHEAD AREA
R016309,398536002002,637 CREST DR,ARROWHEAD AREA
R016310,398536004017,310 RIM RD,ARROWHEAD AREA
R016311,398536002005,601 CREST DR,ARROWHEAD AREA
R016312,398536002027,521 CREST DR,ARROWHEAD AREA
R016313,398536002087,271 CREST DR,ARROWHEAD AREA
R016314,398700000010,1060 COUNTY ROAD 21,BLUE MESA SUMMIT / CIMARRON AREA
R016315,398536002045,201 RIDGE RD,ARROWHEAD AREA
R016316,398536002015,551 CREST DR,ARROWHEAD AREA
R016317,398525001084,620 CREST DR,ARROWHEAD AREA
R016318,398536002058,291 CREST DR,ARROWHEAD AREA
R016319,398536001007,606 CREST DR,ARROWHEAD AREA
R016320,398536002073,123 RIDGE RD,ARROWHEAD AREA
R016321,398536001036,445 UTE DR,ARROWHEAD AREA
R016323,398536002057,293 CREST DR,ARROWHEAD AREA
R016324,398536001037,435 JUNIPER DR,ARROWHEAD AREA
R016325,398536002024,527 CREST DR,ARROWHEAD AREA
R016327,398536004034,202 CREST DR,ARROWHEAD AREA
R016328,404500000014,COUNTY ROAD 864,LITTLE CIMARRON RIVER AREA
R016329,398700000039,US HIGHWAY 50,LITTLE CIMARRON RIVER AREA
R016330,398700000043,90 COUNTY ROAD 24,LITTLE CIMARRON RIVER AREA
R016332,404500000010,COUNTY ROAD 864,LITTLE CIMARRON RIVER AREA
R016333,398700000042,COUNTY ROAD 24,LITTLE CIMARRON RIVER AREA
R016334,398536001025,413 RIM RD,ARROWHEAD AREA
R016335,398536002076,123 CREST DR,ARROWHEAD AREA
R016336,398536001035,457 UTE DR,ARROWHEAD AREA
R016337,398536002052,191 RIDGE RD,ARROWHEAD AREA
R016338,398536004043,122 CREST DR,ARROWHEAD AREA
R016339,398536001042,433 JUNIPER DR,ARROWHEAD AREA
R016340,398536004007,370 RIM RD,ARROWHEAD AREA
R016341,398536001043,443 UTE DR,ARROWHEAD AREA
R016342,398536004036,180 CREST DR,ARROWHEAD AREA
R016343,398536004001,410 RIM RD,ARROWHEAD AREA
R016344,398536004021,290 CREST DR,ARROWHEAD AREA
R016345,398536002056,160 RIDGE RD,ARROWHEAD AREA
R016346,398536004019,302 CREST DR,ARROWHEAD AREA
R016347,398536002037,221 RIDGE RD,ARROWHEAD AREA
R016348,398536004022,252 CREST DR,ARROWHEAD AREA
R016349,398536001018,520 COLUMBINE DR,ARROWHEAD AREA
R016350,398536004005,360 RIM RD,ARROWHEAD AREA
R016351,398536002029,230 RIDGE RD,ARROWHEAD AREA
R016352,398536002084,151 CREST DR,ARROWHEAD AREA
R016353,398536001017,530 CREST DR,ARROWHEAD AREA
R016354,398525001077,624 COLUMBINE DR,ARROWHEAD AREA
R016355,398536004024,230 CREST DR,ARROWHEAD AREA
R016356,398536002080,135 RIDGE RD,ARROWHEAD AREA
R016357,398536002051,180 RIDGE RD,ARROWHEAD AREA
R016358,398536002089,161 CREST DR,ARROWHEAD AREA
R016359,398536002038,210 RIDGE RD,ARROWHEAD AREA
R016360,398536001011,572 COLUMBINE DR,ARROWHEAD AREA
R016361,398536001041,423 RIM DR,ARROWHEAD AREA
R016362,398536002091,191 CREST DR,ARROWHEAD AREA
R016364,398500000050,US HIGHWAY 50,BIG BLUE & LITTLE BLUE CREEKS
R016366,398536002064,150 RIDGE RD,ARROWHEAD AREA
R016368,398536001022,407 RIM RD,ARROWHEAD AREA
R016369,398536002082,143 CREST DR,ARROWHEAD AREA
R016373,398536001023,409 COLUMBINE DR,ARROWHEAD AREA
R016374,398536002060,275 CREST DR,ARROWHEAD AREA
R016375,398536004003,390 RIM RD,ARROWHEAD AREA
R016376,398500000049,5286 US HIGHWAY 50,BIG BLUE & LITTLE BLUE CREEKS
R016378,398536001045,465 UTE TRL,ARROWHEAD AREA
R016379,398536004009,412 RIM RD,ARROWHEAD AREA
R016380,398536004002,400 RIM DR,ARROWHEAD AREA
R016381,398536004008,402 RIM RD,ARROWHEAD AREA
R016382,398536001038,427 JUNIPER DR,ARROWHEAD AREA
R016383,398536002086,273 CREST DR,ARROWHEAD AREA
R016385,398536004015,320 RIM RD,ARROWHEAD AREA
R016386,398500000012,9380 US HIGHWAY 50,PINE CREEK MESA / BLUE MESA AREA
R016387,398536003001,463 UTE TRL,ARROWHEAD AREA
R016388,398536004013,340 RIM RD,ARROWHEAD AREA
R016389,398525001074,634 CREST DR,ARROWHEAD AREA
R016390,398536001030,437 JUNIPER DR,ARROWHEAD AREA
R016391,398536001046,441 UTE DR,ARROWHEAD AREA
R016392,398536004035,190 CREST DR,ARROWHEAD AREA
R016393,398726300000,,
R016394,398700000000,,
R016395,398700000000,,
R016396,404500000000,,
R016397,404500000008,3909 COUNTY ROAD 864,LITTLE CIMARRON RIVER AREA
R016398,404500000011,4800 COUNTY ROAD 864,LITTLE CIMARRON RIVER AREA
R016399,398525001057,674 CREST DR,ARROWHEAD AREA
R016402,398525001012,791 CREST DR,ARROWHEAD AREA
R016403,398525001013,781 CREST DR,ARROWHEAD AREA
R016404,398525001017,761 CREST DR,ARROWHEAD AREA
R016405,404500000009,4301 COUNTY ROAD 864,LITTLE CIMARRON RIVER AREA
R016406,398536002068,279 CREST DR,ARROWHEAD AREA
R016407,398536002050,303 CREST DR,ARROWHEAD AREA
R016408,398536004032,224 CREST DR,ARROWHEAD AREA
R016409,398536001034,467 UTE DR,ARROWHEAD AREA
R016410,398536002016,553 CREST DR,ARROWHEAD AREA
R016411,398536001014,566 COLUMBINE DR,ARROWHEAD AREA
R016412,398525001067,650 CREST DR,ARROWHEAD AREA
R016413,398525001071,640 CREST DR,ARROWHEAD AREA
R016414,398525001048,700 CREST DR,ARROWHEAD AREA
R016415,398525001007,801 CREST DR,ARROWHEAD AREA
R016416,398525001072,630 CREST DR,ARROWHEAD AREA
R016417,398536002070,137 RIDGE RD,ARROWHEAD AREA
R016418,398536001020,500 CREST DR,ARROWHEAD AREA
R016419,398536002053,181 RIDGE RD,ARROWHEAD AREA
R016420,398525001062,661 CREST DR,ARROWHEAD AREA
R016421,398536002013,563 CREST DR,ARROWHEAD AREA
R016422,398536002008,583 CREST DR,ARROWHEAD AREA
R016423,398536002007,593 CREST DR,ARROWHEAD AREA
R016424,398536002006,591 CREST DR,ARROWHEAD AREA
R016425,398525001068,651 CREST DR,ARROWHEAD AREA
R016426,398536002012,565 CREST DR,ARROWHEAD AREA
R016427,398525001061,671 CREST DR,ARROWHEAD AREA
R016428,398525001053,691 CREST DR,ARROWHEAD AREA
R016429,398525001052,701 CREST DR,ARROWHEAD AREA
R016430,398525001047,711 CREST DR,ARROWHEAD AREA
R016431,398525001046,721 CREST DR,ARROWHEAD AREA
R016432,398525001040,723 CREST DR,ARROWHEAD AREA
R016433,398525001039,731 CREST DR,ARROWHEAD AREA
R016434,398525001031,741 CREST DR,ARROWHEAD AREA
R016435,398525001018,743 CREST DR,ARROWHEAD AREA
R016436,398536002047,323 CREST DR,ARROWHEAD AREA
R016437,398536002048,321 CREST DR,ARROWHEAD AREA
R016438,398536002041,351 CREST DR,ARROWHEAD AREA
R016439,398536002039,403 CREST DR,ARROWHEAD AREA
R016440,398536002040,401 CREST DR,ARROWHEAD AREA
R016441,398536002033,425 CREST DR,ARROWHEAD AREA
R016442,398536002032,501 CREST DR,ARROWHEAD AREA
R016443,398536002034,503 CREST DR,ARROWHEAD AREA
R016444,398536002031,511 CREST DR,ARROWHEAD AREA
R016445,398536002026,513 CREST DR,ARROWHEAD AREA
R016446,398536002028,523 CREST DR,ARROWHEAD AREA
R016447,398536002023,529 CREST DR,ARROWHEAD AREA
R016448,398536002019,531 CREST DR,ARROWHEAD AREA
R016449,398536002018,541 CREST DR,ARROWHEAD AREA
R016450,398536002020,533 CREST DR,ARROWHEAD AREA
R016451,398536002022,535 CREST DR,ARROWHEAD AREA
R016452,398536002021,543 CREST DR,ARROWHEAD AREA
R016453,398536002017,545 CREST DR,ARROWHEAD AREA
R016454,398536002063,285 CREST DR,ARROWHEAD AREA
R016455,398536002061,277 CREST DR,ARROWHEAD AREA
R016456,398525001066,646 CREST DR,ARROWHEAD AREA
R016457,398525001064,662 CREST DR,ARROWHEAD AREA
R016458,398525001063,660 CREST DR,ARROWHEAD AREA
R016459,398525001059,670 CREST DR,ARROWHEAD AREA
R016460,398525001055,682 CREST DR,ARROWHEAD AREA
R016461,398525001054,680 CREST DR,ARROWHEAD AREA
R016462,398525001051,690 CREST DR,ARROWHEAD AREA
R016463,398525001050,692 CREST DR,ARROWHEAD AREA
R016464,398536002049,301 CREST DR,ARROWHEAD AREA
R016465,398536002004,603 CREST DR,ARROWHEAD AREA
R016466,398536001012,570 COLUMBINE DR,ARROWHEAD AREA
R016467,398525001083,622 CREST DR,ARROWHEAD AREA
R016468,398536002011,573 CREST DR,ARROWHEAD AREA
R016469,398525001070,643 CREST DR,ARROWHEAD AREA
R016470,398536002025,525 CREST DR,ARROWHEAD AREA
R016471,398525001060,681 CREST DR,ARROWHEAD AREA
R016472,398525001069,663 CREST DR,ARROWHEAD AREA
R016473,398525001058,672 CREST DR,ARROWHEAD AREA
R016474,398525001056,684 CREST DR,ARROWHEAD AREA
R016475,398525001065,664 CREST DR,ARROWHEAD AREA
R016476,398525001022,764 DEER TRL,ARROWHEAD AREA
R016477,398525001016,771 CREST DR,ARROWHEAD AREA
R016478,398525001019,751 CREST DR,ARROWHEAD AREA
R016479,398525001045,710 CREST DR,ARROWHEAD AREA
R016480,398525001014,782 CREST DR,ARROWHEAD AREA
R016481,398536001013,560 COLUMBINE DR,ARROWHEAD AREA
R016482,398536004030,240 CREST DR,ARROWHEAD AREA
R016483,398536001029,429 JUNIPER DR,ARROWHEAD AREA
R016484,398536001016,540 CREST DR,ARROWHEAD AREA
R016485,398536004029,220 CREST DR,ARROWHEAD AREA
R016486,398536001031,447 UTE DR,ARROWHEAD AREA
R016487,398536001032,449 UTE DR,ARROWHEAD AREA
R016488,398536001027,417 RIM RD,ARROWHEAD AREA
R016489,398536003003,451 RIM RD,ARROWHEAD AREA
R016490,398536002030,515 CREST DR,ARROWHEAD AREA
R016491,369109414001,224 ASPEN LN,PITKIN
R016492,342707416004,LAUREL ST,TINCUP AREA
R016494,404701001003,100 CREST DR,ARROWHEAD AREA
R016495,404701004057,191 LAKE RD,ARROWHEAD AREA
R016496,404906002005,170 LAKE RD,ARROWHEAD AREA
R016497,299312101001,FOREST SERVICE ROAD 317,SCHOFIELD
R016498,404701002006,99 CREST DR,ARROWHEAD AREA
R016500,318508004006,10 1ST AVE,SOMERSET
R016502,398536002078,131 CREST DR,ARROWHEAD AREA
R016504,404701004027,405 WILDFLOWER DR,ARROWHEAD AREA
R016506,398536001033,459 UTE DR,ARROWHEAD AREA
R016507,369908002004,274 TOBIN LN,GUNNISON
R016508,369110214008,1132 STATE ST,PITKIN
R016509,398331002010,493 RIM RD,ARROWHEAD AREA
R016510,398536004033,222 CREST DR,ARROWHEAD AREA
R016511,299301418001,FOREST SERVICE ROAD 317,SCHOFIELD
R016512,369110225003,MESA ST,PITKIN
R016513,398303300037,1326 COVE RD,SAPINERO AREA
R016517,342708301002,AMERICAN MOUNTAIN RD,TINCUP AREA
R016518,342707404001,AMERICAN MOUNTAIN,TINCUP AREA
R016521,318100001001,25380 COUNTY ROAD 12,KEBLER PASS
R016522,318100001002,25390 COUNTY ROAD 12,KEBLER PASS
R016524,398303202020,19 RAINBOW CT,SAPINERO AREA
R016526,398303202003,70 RAINBOW CT,SAPINERO AREA
R016528,398303202022,46 RAINBOW CT,SAPINERO AREA
R016530,398303202023,10 RAINBOW CT,SAPINERO AREA
R016531,398303202024,324 LOCH LAVEN RD,SAPINERO AREA
R016534,398303202021,97 KOKANEE DR,SAPINERO AREA
R016540,398304101061,194 CUT THROAT LN,SAPINERO AREA
R016543,398304101047,110 MACKINAW WAY,SAPINERO AREA
R016544,398304101048,144 MACKINAW WAY,SAPINERO AREA
R016546,398304101045,147 MACKINAW WAY,SAPINERO AREA
R016548,398304101059,109 MACKINAW WAY,SAPINERO AREA
R016550,398304101062,75 MACKINAW WAY,SAPINERO AREA
R016552,398304101060,12 CUT THROAT LN,SAPINERO AREA
R016554,398304101063,25 MACKINAW WAY,SAPINERO AREA
R016556,398304101046,37 CUT THROAT LN,SAPINERO AREA
R016558,398304101053,103 CUT THROAT LN,SAPINERO AREA
R016559,398304101052,115 CUT THROAT LN,SAPINERO AREA
R016560,398304101051,143 CUT THROAT LN,SAPINERO AREA
R016561,398304101065,165 CUT THROAT LN,SAPINERO AREA
R016562,398304101064,207 CUT THROAT LN,SAPINERO AREA
R016563,398304101054,245 CUT THROAT LN,SAPINERO AREA
R016566,398303201027,141 LOCH LAVEN RD,SAPINERO AREA
R016569,405108002021,5203 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016575,405108002002,5351 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016577,405108002003,13 BLACK SAGE WAY,BLUE MESA SUBDIVISION AREA
R016578,405108002004,37 BLACK SAGE WAY,BLUE MESA SUBDIVISION AREA
R016579,405108002005,75 BLACK SAGE WAY,BLUE MESA SUBDIVISION AREA
R016581,405108002013,4681 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016582,405108002014,4457 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016583,405108002015,4495 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016584,405108002016,4329 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016585,405108002017,4231 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016586,405108002018,4187 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016587,405117002001,4151 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016588,405117002003,3947 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016589,405117002004,3899 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016590,405117002005,3817 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016591,405117002006,3753 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016592,405117002007,3701 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016593,405117002008,3549 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016594,405117002009,3193 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016595,405117002082,1171 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016596,405117002023,1122 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016597,405117002022,1068 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016598,405117002021,1014 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016599,405117002020,962 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016600,405117002019,858 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016601,405117002085,782 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016604,405117002015,624 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016605,405117002014,596 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016606,405117002013,544 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016607,405117002012,470 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016608,405117002011,414 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016609,405117002010,386 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016610,405108002012,338 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016611,405108002011,312 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016612,405107004004,284 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016613,405107004003,228 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016629,405108001024,5004 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016631,405108001025,4952 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016635,405108001026,4726 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016638,405108001010,4462 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016639,405108001011,4396 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016640,405108001012,4330 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016641,405108001013,4198 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016642,405108001014,TBD COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016643,405117001018,4066 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016645,405117001015,3962 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016646,405117001014,3886 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016647,405117001013,3812 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016648,405117001012,3662 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016649,405117001011,63 HOOSIER TRL,BLUE MESA SUBDIVISION AREA
R016650,405117001010,101 HOOSIER TRL,BLUE MESA SUBDIVISION AREA
R016651,405117001009,143 HOOSIER TRL,BLUE MESA SUBDIVISION AREA
R016652,405117001008,142 HOOSIER TRL,BLUE MESA SUBDIVISION AREA
R016653,405117001007,98 HOOSIER TRL,BLUE MESA SUBDIVISION AREA
R016654,405117001006,44 HOOSIER TRL,BLUE MESA SUBDIVISION AREA
R016655,405117001005,3512 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016656,405117001002,3438 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016657,405117001003,3286 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016658,405117001004,5557 COUNTY ROAD 25,BLUE MESA SUBDIVISION AREA
R016659,405107003002,218 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016660,405107003003,270 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016661,405107003004,530 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016664,405118001003,790 BLUE MESA DR,BLUE MESA SUBDIVISION AREA
R016665,405118001016,28 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016667,405117002079,78 CASTLE DR,BLUE MESA SUBDIVISION AREA
R016669,405117002089,CASTLE DR,BLUE MESA SUBDIVISION AREA
R016670,405117002090,12 CASTLE DR,BLUE MESA SUBDIVISION AREA
R016671,405117002046,308 CINNAMON TRL,BLUE MESA SUBDIVISION AREA
R016673,405117002056,155 ENGINEERS TRL,BLUE MESA SUBDIVISION AREA
R016674,405117002087,67 ENGINEERS TRL,BLUE MESA SUBDIVISION AREA
R016678,405117002077,809 SCHOFIELD TRL,BLUE MESA SUBDIVISION AREA
R016682,405117002026,1115 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016683,405117002027,1067 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016684,405117002028,1015 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016685,405117002029,963 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016686,405117002030,911 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016687,405117002031,859 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016688,405117002032,807 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016689,405117002033,755 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016690,405117002034,703 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016691,405117002074,651 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016693,405117002037,547 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016694,405117002038,495 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
R016695,405117002039,443 MOSQUITO TRL,BLUE MESA SUBDIVISION AREA
